surface_m2,nb_etages,annee_construction,occupation_h_j,altitude_m,type_batiment,isolation,vitrage,chauffage,orientation,conso_kwh_m2,conso_totale_kwh,label_dpe
52,14,1953,10,154,bureau,tres_fort,triple,gaz,SE,29.0,1508,A
130,12,2014,21,43,residentiel,moyen,triple,gaz,E,74.2,9646,B
418,12,1995,8,479,commercial,moyen,triple,bois,SE,51.0,21318,B
1063,5,1992,5,343,bureau,moyen,simple,elec,SE,50.0,53150,A
236,7,1929,8,405,residentiel,fort,double,gaz,O,62.0,14632,B
160,12,1935,11,227,commercial,fort,simple,gaz,N,66.5,10640,B
1312,2,2022,9,4,commercial,tres_fort,triple,pompe_chaleur,NO,22.4,29389,A
325,3,1999,14,186,residentiel,faible,simple,gaz,N,101.3,32922,C
104,12,1946,8,97,residentiel,tres_fort,simple,bois,N,68.4,7114,B
225,14,2009,15,454,residentiel,fort,simple,elec,SO,59.5,13388,B
493,6,1952,21,466,residentiel,moyen,simple,gaz,NE,108.3,53392,C
233,13,1956,10,74,residentiel,moyen,simple,elec,NO,95.5,22252,C
427,5,1951,14,208,industriel,moyen,simple,pompe_chaleur,SO,118.1,50429,C
80,8,1971,18,55,residentiel,tres_fort,triple,elec,SO,45.0,3600,A
90,14,1999,5,80,residentiel,moyen,double,fioul,SO,55.2,4968,B
146,6,1937,10,36,commercial,moyen,double,fioul,S,96.8,14133,C
201,13,2020,16,82,bureau,fort,double,gaz,E,58.3,11718,B
309,14,1951,9,6,industriel,tres_fort,double,gaz,SE,50.6,15635,B
382,11,2020,12,328,commercial,fort,double,gaz,N,52.8,20170,B
1375,1,2010,13,9,bureau,fort,double,elec,S,29.3,40288,A
146,14,1976,22,192,residentiel,faible,double,elec,NE,133.2,19447,C
196,7,1929,6,201,industriel,tres_fort,double,gaz,E,35.5,6958,A
149,5,1979,16,162,commercial,moyen,simple,bois,S,91.2,13589,C
521,7,1999,23,562,industriel,faible,double,gaz,SO,97.5,50798,C
541,7,2022,22,8,residentiel,tres_fort,double,pompe_chaleur,O,47.0,25427,A
179,6,1930,15,540,commercial,moyen,double,pompe_chaleur,O,100.6,18007,C
1039,10,1997,11,83,bureau,faible,double,gaz,NO,87.8,91224,B
149,2,1950,6,254,residentiel,fort,double,gaz,NO,70.9,10564,B
503,9,1997,9,166,bureau,moyen,double,gaz,O,59.9,30130,B
677,4,1980,19,141,bureau,faible,simple,fioul,SO,116.5,78870,C
94,12,2010,4,86,residentiel,fort,simple,gaz,E,52.6,4944,B
367,14,1920,18,117,bureau,fort,double,pompe_chaleur,SE,84.8,31122,B
36,7,1972,22,21,commercial,fort,simple,elec,SE,82.1,2956,B
436,12,1990,12,194,residentiel,faible,double,elec,N,88.1,38412,B
113,5,1959,20,396,bureau,fort,simple,fioul,SE,112.0,12656,C
364,12,1952,23,15,residentiel,fort,double,elec,S,75.6,27518,B
415,8,1954,19,108,residentiel,faible,double,pompe_chaleur,O,138.5,57478,C
536,8,1997,14,55,industriel,moyen,double,elec,SO,46.5,24924,A
456,2,1941,15,197,commercial,faible,double,gaz,S,119.6,54538,C
254,10,2021,8,114,residentiel,moyen,double,gaz,NE,42.5,10795,A
187,12,1941,6,288,industriel,faible,triple,gaz,SE,92.1,17223,C
232,8,1963,19,88,commercial,fort,double,pompe_chaleur,O,75.8,17586,B
112,3,2023,14,197,residentiel,tres_fort,double,gaz,N,39.6,4435,A
211,10,1923,22,20,commercial,moyen,simple,elec,N,133.3,28126,C
200,9,1954,18,92,residentiel,fort,double,gaz,NE,93.3,18660,C
141,13,2008,9,345,industriel,moyen,double,elec,N,45.7,6444,A
72,14,1952,23,113,bureau,faible,double,pompe_chaleur,N,145.9,10505,C
100,4,1948,4,96,bureau,fort,double,elec,SO,61.1,6110,B
30,5,1920,5,125,residentiel,moyen,triple,bois,NE,70.5,2115,B
197,14,1935,16,53,commercial,tres_fort,triple,gaz,O,56.4,11111,B
315,2,1940,16,189,residentiel,moyen,double,gaz,N,104.6,32949,C
37,13,2011,18,143,residentiel,faible,triple,elec,SE,84.6,3130,B
289,3,1976,16,106,residentiel,moyen,triple,gaz,NE,69.4,20057,B
225,6,1944,9,65,commercial,moyen,simple,pompe_chaleur,S,135.7,30532,C
107,2,2004,6,21,residentiel,tres_fort,double,pompe_chaleur,SE,34.2,3659,A
181,14,1982,23,95,industriel,fort,simple,gaz,S,83.2,15059,B
511,8,1952,10,99,bureau,moyen,double,fioul,NE,96.3,49209,C
124,13,1946,7,75,residentiel,moyen,double,gaz,NE,68.5,8494,B
259,1,1942,5,113,residentiel,fort,double,pompe_chaleur,E,75.4,19529,B
312,1,1994,20,48,residentiel,fort,simple,gaz,SO,55.5,17316,B
138,8,1994,20,348,bureau,faible,simple,pompe_chaleur,NO,122.6,16919,C
496,1,1987,21,528,commercial,faible,simple,gaz,E,117.2,58131,C
325,8,1966,21,150,residentiel,faible,double,fioul,S,111.0,36075,C
205,10,1972,7,31,commercial,moyen,triple,fioul,E,77.2,15826,B
1280,7,2013,4,126,residentiel,moyen,triple,elec,O,35.6,45568,A
497,11,1977,14,99,commercial,faible,double,elec,NE,88.1,43786,B
75,2,1983,14,79,industriel,moyen,double,elec,O,86.4,6480,B
186,4,1943,4,67,commercial,moyen,triple,elec,N,55.5,10323,B
1376,3,1967,21,105,bureau,faible,simple,elec,NO,153.9,211766,D
123,7,1922,16,179,commercial,tres_fort,triple,elec,O,63.4,7798,B
256,6,1967,17,213,residentiel,fort,double,fioul,E,61.5,15744,B
579,8,2003,14,227,residentiel,moyen,double,elec,NE,74.4,43078,B
386,3,1989,23,470,residentiel,moyen,simple,gaz,SE,99.8,38523,C
427,7,2012,19,132,bureau,moyen,simple,fioul,N,54.8,23400,B
410,11,1955,15,505,commercial,tres_fort,double,gaz,SO,57.0,23370,B
249,1,2000,14,91,bureau,fort,double,gaz,NO,58.4,14542,B
141,12,1996,20,292,commercial,moyen,triple,bois,NE,74.1,10448,B
332,4,1993,11,87,residentiel,tres_fort,double,gaz,N,41.6,13811,A
185,13,2003,21,22,commercial,fort,double,gaz,NO,73.0,13505,B
175,12,1969,6,173,residentiel,fort,simple,elec,NO,69.0,12075,B
691,7,1955,4,7,residentiel,moyen,double,pompe_chaleur,NE,75.7,52309,B
187,2,1980,5,48,commercial,faible,simple,gaz,SE,93.2,17428,C
808,6,1959,11,77,industriel,fort,double,elec,SE,63.0,50904,B
293,9,1991,14,332,bureau,moyen,double,gaz,SE,62.2,18225,B
219,5,2010,21,134,residentiel,fort,triple,elec,E,47.9,10490,A
69,9,1922,22,544,bureau,fort,double,gaz,NO,90.9,6272,C
1079,12,1984,4,298,residentiel,moyen,double,gaz,N,59.6,64308,B
244,14,1964,19,75,commercial,moyen,triple,fioul,NE,74.7,18227,B
50,6,1930,8,13,commercial,moyen,double,elec,S,89.3,4465,B
489,14,1943,11,13,residentiel,moyen,double,pompe_chaleur,E,107.1,52372,C
236,4,2005,21,239,residentiel,fort,double,fioul,NO,63.7,15033,B
127,14,1957,23,76,residentiel,fort,triple,fioul,O,79.5,10096,B
470,2,1929,19,26,industriel,moyen,simple,pompe_chaleur,SE,123.7,58139,C
41,8,1997,7,15,bureau,fort,double,gaz,N,57.6,2362,B
148,10,1944,4,46,commercial,moyen,double,pompe_chaleur,SO,93.1,13779,C
198,1,1957,23,3,bureau,fort,simple,elec,NO,91.8,18176,C
444,7,1940,8,214,bureau,moyen,triple,gaz,O,83.7,37163,B
1174,4,1996,8,152,residentiel,fort,double,gaz,N,68.2,80067,B
206,12,2015,14,228,industriel,fort,simple,gaz,N,43.2,8899,A
338,7,2021,7,87,residentiel,moyen,simple,elec,O,59.5,20111,B
1676,2,1927,17,98,bureau,fort,triple,pompe_chaleur,NE,60.5,101398,B
246,1,2016,21,44,bureau,tres_fort,double,elec,NE,53.8,13235,B
340,1,1986,10,63,bureau,moyen,double,gaz,E,66.9,22746,B
103,1,2006,13,276,industriel,fort,simple,gaz,NO,40.6,4182,A
964,7,1927,21,289,residentiel,tres_fort,simple,fioul,NE,98.7,95147,C
149,5,2008,21,177,bureau,tres_fort,simple,elec,E,61.5,9164,B
295,3,1954,5,347,residentiel,moyen,double,elec,E,70.0,20650,B
290,6,1960,18,98,bureau,fort,simple,pompe_chaleur,O,90.5,26245,C
260,7,2013,4,94,residentiel,tres_fort,simple,pompe_chaleur,NO,38.7,10062,A
181,9,1996,7,168,residentiel,fort,simple,elec,NE,34.3,6208,A
290,7,1973,16,5,residentiel,faible,double,elec,S,72.8,21112,B
837,14,1989,6,124,residentiel,faible,double,gaz,SO,75.0,62775,B
1208,6,1956,7,21,residentiel,fort,double,fioul,S,48.1,58105,A
216,6,2022,12,503,bureau,moyen,double,elec,NO,67.0,14472,B
179,6,1927,12,163,bureau,moyen,triple,pompe_chaleur,N,85.0,15215,B
139,1,1979,15,97,residentiel,moyen,double,gaz,E,83.8,11648,B
1604,11,1924,22,60,residentiel,fort,triple,elec,NE,85.1,136500,B
268,8,1964,12,41,residentiel,moyen,double,gaz,SE,63.1,16911,B
534,6,1972,10,2,bureau,tres_fort,simple,elec,NE,53.3,28462,B
398,6,2007,8,300,residentiel,fort,triple,pompe_chaleur,N,25.0,9950,A
1148,8,2017,21,121,residentiel,tres_fort,double,pompe_chaleur,SO,34.6,39721,A
206,13,1997,8,60,residentiel,tres_fort,double,gaz,E,26.2,5397,A
113,6,2020,4,46,bureau,moyen,simple,fioul,E,33.3,3763,A
899,7,1932,14,12,residentiel,fort,double,gaz,N,80.1,72010,B
461,2,1974,18,113,bureau,faible,triple,elec,NO,92.6,42689,C
337,5,1982,4,133,bureau,tres_fort,simple,gaz,O,43.1,14525,A
717,11,1928,16,25,commercial,moyen,simple,gaz,S,106.0,76002,C
350,11,1981,12,19,bureau,fort,double,fioul,NO,56.8,19880,B
734,12,1924,19,80,bureau,fort,double,gaz,S,84.1,61729,B
291,7,1985,4,208,residentiel,faible,triple,fioul,NE,68.7,19992,B
460,13,1943,21,41,commercial,fort,double,gaz,NO,92.1,42366,C
354,8,2017,21,40,bureau,faible,triple,pompe_chaleur,SE,70.0,24780,B
195,2,1953,17,210,residentiel,moyen,double,gaz,NO,89.2,17394,B
212,3,1982,16,206,bureau,moyen,double,elec,NE,81.5,17278,B
186,7,1983,18,641,residentiel,moyen,simple,fioul,N,91.2,16963,C
295,6,2010,7,325,bureau,fort,simple,elec,S,54.0,15930,B
178,2,1955,21,97,commercial,tres_fort,double,gaz,NE,71.9,12798,B
332,1,1957,19,39,commercial,moyen,simple,pompe_chaleur,NE,113.3,37616,C
324,9,1991,19,36,industriel,fort,simple,pompe_chaleur,NE,60.9,19732,B
282,11,1925,13,33,bureau,tres_fort,triple,gaz,NO,51.3,14467,B
286,4,1977,6,454,bureau,fort,double,pompe_chaleur,SO,50.5,14443,B
165,4,1959,14,23,commercial,faible,simple,pompe_chaleur,NE,135.1,22292,C
201,8,2021,14,283,residentiel,tres_fort,double,pompe_chaleur,S,35.5,7136,A
76,2,1975,9,322,commercial,faible,double,gaz,O,80.3,6103,B
225,12,2000,22,388,bureau,fort,triple,elec,E,56.1,12622,B
123,9,2006,11,51,residentiel,fort,double,bois,NE,45.0,5535,A
262,6,1935,23,16,residentiel,fort,simple,elec,NE,119.2,31230,C
148,9,1985,21,322,commercial,faible,simple,elec,NE,105.1,15555,C
58,3,1990,5,146,residentiel,faible,double,bois,NE,67.8,3932,B
1184,5,1965,6,201,residentiel,fort,double,gaz,E,37.6,44518,A
208,8,1940,11,298,residentiel,faible,double,gaz,S,127.1,26437,C
674,14,1968,16,123,residentiel,moyen,double,pompe_chaleur,SE,95.3,64232,C
169,12,1925,6,33,residentiel,fort,double,pompe_chaleur,O,75.4,12743,B
803,9,2023,8,163,commercial,fort,double,bois,S,37.1,29791,A
109,5,1929,21,308,residentiel,moyen,simple,pompe_chaleur,SO,120.5,13134,C
277,13,1934,12,246,commercial,moyen,simple,gaz,N,121.0,33517,C
114,2,1934,15,138,commercial,tres_fort,double,gaz,E,59.2,6749,B
1511,5,1941,14,100,residentiel,moyen,double,gaz,NO,100.9,152460,C
206,7,1939,23,129,residentiel,faible,triple,fioul,O,132.4,27274,C
437,8,1985,6,255,bureau,moyen,simple,gaz,SE,65.0,28405,B
335,10,1931,14,118,residentiel,moyen,double,elec,E,114.2,38257,C
240,6,1992,5,50,residentiel,tres_fort,simple,elec,NO,36.5,8760,A
352,14,1962,4,199,industriel,moyen,double,gaz,O,75.1,26435,B
634,6,1961,13,130,industriel,faible,simple,gaz,O,151.7,96178,D
391,9,1972,22,527,commercial,moyen,double,elec,O,103.4,40429,C
274,1,1923,12,719,residentiel,faible,simple,gaz,SO,157.9,43265,D
352,3,1972,18,159,bureau,moyen,simple,bois,SE,91.3,32138,C
935,4,1974,22,196,commercial,tres_fort,double,fioul,E,76.4,71434,B
183,1,1997,4,82,residentiel,fort,double,gaz,O,50.3,9205,B
67,13,1935,17,53,bureau,faible,double,fioul,O,141.4,9474,C
114,9,1925,21,170,residentiel,moyen,double,gaz,NO,106.0,12084,C
120,12,1925,21,384,residentiel,faible,triple,gaz,NE,124.8,14976,C
132,5,2019,18,12,bureau,faible,double,gaz,NE,77.9,10283,B
135,2,1955,22,54,residentiel,fort,double,pompe_chaleur,O,92.3,12460,C
241,5,1944,16,73,residentiel,moyen,triple,pompe_chaleur,O,97.3,23449,C
291,1,1934,4,244,commercial,fort,double,gaz,NE,45.6,13270,A
289,5,1946,23,23,industriel,tres_fort,double,pompe_chaleur,SE,79.8,23062,B
147,2,1965,21,59,bureau,moyen,double,pompe_chaleur,SO,107.4,15788,C
491,3,2020,7,152,commercial,tres_fort,simple,pompe_chaleur,N,20.0,9820,A
356,9,1999,23,80,industriel,moyen,double,elec,S,77.5,27590,B
740,14,2008,17,6,residentiel,moyen,double,pompe_chaleur,NO,74.9,55426,B
443,4,1924,13,210,residentiel,fort,double,elec,S,65.4,28972,B
192,14,1979,20,168,residentiel,faible,triple,gaz,NE,92.0,17664,C
610,11,1971,16,29,residentiel,fort,simple,pompe_chaleur,O,83.9,51179,B
296,2,1940,19,117,commercial,fort,simple,gaz,S,88.1,26078,B
428,1,1971,10,94,residentiel,moyen,double,pompe_chaleur,NE,73.2,31330,B
405,2,1980,11,160,bureau,tres_fort,double,pompe_chaleur,NE,49.7,20128,A
224,11,1920,5,210,residentiel,moyen,double,gaz,NO,85.9,19242,B
263,10,2022,21,77,residentiel,fort,double,gaz,SE,42.3,11125,A
223,13,1996,9,92,industriel,faible,double,pompe_chaleur,SO,79.3,17684,B
135,8,2016,6,165,residentiel,faible,triple,pompe_chaleur,O,59.4,8019,B
55,1,1929,5,527,residentiel,moyen,double,pompe_chaleur,NO,98.2,5401,C
151,14,1926,11,359,residentiel,tres_fort,simple,elec,SE,80.3,12125,B
281,13,2016,13,60,bureau,faible,double,gaz,SO,69.4,19501,B
523,11,2017,20,41,bureau,tres_fort,double,gaz,NO,70.0,36610,B
427,13,1986,17,259,bureau,moyen,double,pompe_chaleur,S,76.4,32623,B
201,4,1940,20,348,residentiel,moyen,double,elec,E,114.6,23035,C
152,8,1949,4,169,residentiel,moyen,double,pompe_chaleur,S,78.3,11902,B
216,8,2002,4,343,commercial,faible,double,gaz,S,56.5,12204,B
124,4,2016,8,264,bureau,tres_fort,triple,gaz,E,21.9,2716,A
56,14,1989,11,101,bureau,moyen,double,elec,O,59.4,3326,B
83,8,1961,5,599,bureau,fort,simple,elec,SE,56.8,4714,B
641,13,2005,21,82,commercial,fort,double,elec,E,85.7,54934,B
898,5,1947,23,65,residentiel,moyen,double,gaz,S,124.8,112070,C
415,7,1933,13,48,residentiel,fort,triple,pompe_chaleur,S,60.5,25108,B
235,14,1959,20,234,bureau,tres_fort,double,elec,S,59.3,13936,B
92,3,1968,7,253,residentiel,fort,double,pompe_chaleur,O,35.9,3303,A
219,8,1983,4,113,commercial,moyen,triple,elec,O,40.1,8782,A
376,12,1991,21,168,bureau,fort,double,elec,O,62.9,23650,B
437,12,1995,20,1,commercial,fort,simple,pompe_chaleur,E,68.9,30109,B
396,11,1941,19,8,commercial,moyen,double,elec,O,102.5,40590,C
571,9,1988,20,274,bureau,fort,double,elec,NO,73.3,41854,B
953,1,1924,18,38,industriel,moyen,double,elec,N,123.9,118077,C
184,5,2015,20,202,bureau,fort,triple,gaz,SO,42.7,7857,A
1744,12,1965,23,42,commercial,tres_fort,double,fioul,E,85.4,148938,B
60,8,2019,21,156,residentiel,tres_fort,double,gaz,S,51.4,3084,B
142,6,2010,21,140,bureau,fort,simple,gaz,S,72.1,10238,B
281,13,1940,13,128,bureau,fort,simple,pompe_chaleur,NE,84.2,23660,B
359,5,1931,20,63,residentiel,fort,double,gaz,NE,98.3,35290,C
215,6,2014,8,416,residentiel,faible,double,bois,N,69.9,15029,B
173,6,1971,10,32,industriel,moyen,double,elec,O,91.2,15778,C
1143,5,1931,21,13,bureau,moyen,double,gaz,S,118.5,135446,C
167,8,1983,11,98,residentiel,faible,simple,gaz,SO,111.5,18620,C
120,14,2019,20,27,residentiel,tres_fort,double,gaz,E,45.6,5472,A
799,14,1982,13,143,residentiel,tres_fort,double,gaz,SO,56.9,45463,B
443,5,1946,9,309,residentiel,moyen,double,gaz,NE,77.5,34332,B
527,6,1955,12,28,industriel,moyen,double,gaz,SO,77.8,41001,B
281,13,1947,15,250,residentiel,fort,triple,gaz,NE,71.7,20148,B
93,9,1975,5,67,residentiel,moyen,double,elec,S,49.4,4594,A
260,3,1963,15,18,bureau,fort,double,gaz,NO,62.3,16198,B
85,8,1955,6,183,residentiel,tres_fort,double,gaz,O,37.0,3145,A
290,12,1938,13,39,residentiel,moyen,double,gaz,SE,98.6,28594,C
387,6,1923,10,112,commercial,moyen,triple,gaz,O,85.3,33011,B
519,9,2006,16,7,bureau,moyen,double,gaz,S,71.2,36953,B
229,11,2003,20,262,industriel,faible,double,gaz,N,112.2,25694,C
413,2,1932,5,374,bureau,moyen,double,gaz,NO,94.4,38987,C
130,14,1943,5,220,bureau,faible,double,fioul,S,105.9,13767,C
481,1,1965,13,23,commercial,faible,triple,gaz,NO,97.2,46753,C
392,2,1981,19,0,industriel,moyen,triple,gaz,S,61.2,23990,B
140,5,2014,9,271,commercial,faible,simple,pompe_chaleur,N,75.3,10542,B
355,1,1992,19,288,industriel,fort,simple,elec,NO,99.1,35180,C
525,10,1986,4,82,commercial,faible,double,gaz,E,77.4,40635,B
259,8,1997,9,357,commercial,tres_fort,double,pompe_chaleur,NE,43.4,11241,A
138,6,1983,14,132,residentiel,moyen,triple,pompe_chaleur,N,65.1,8984,B
277,14,2016,16,131,commercial,faible,double,bois,S,66.4,18393,B
360,4,2023,11,174,residentiel,faible,triple,fioul,N,58.7,21132,B
137,13,1966,21,75,bureau,fort,double,elec,E,67.9,9302,B
121,9,1922,12,445,bureau,moyen,simple,pompe_chaleur,E,124.7,15089,C
353,10,2023,16,259,industriel,moyen,simple,elec,E,50.7,17897,B
435,14,1953,6,116,industriel,faible,double,fioul,S,119.6,52026,C
1102,4,1947,22,99,residentiel,tres_fort,simple,elec,O,91.7,101053,C
390,2,1933,14,228,commercial,faible,double,gaz,SO,126.4,49296,C
105,12,1999,13,527,commercial,moyen,double,gaz,N,49.7,5218,A
1020,10,1939,9,23,residentiel,tres_fort,double,elec,SO,54.6,55692,B
512,3,2020,16,68,residentiel,moyen,double,elec,O,58.8,30106,B
60,13,1942,4,136,residentiel,moyen,triple,pompe_chaleur,NE,90.9,5454,C
119,11,1927,13,415,commercial,fort,double,gaz,NO,98.6,11733,C
173,8,1985,19,365,bureau,moyen,double,pompe_chaleur,NO,91.7,15864,C
440,2,1941,19,187,industriel,faible,double,gaz,SO,130.5,57420,C
46,14,1948,16,299,bureau,moyen,double,elec,SO,92.9,4273,C
225,8,1930,11,148,industriel,faible,triple,gaz,N,116.3,26168,C
423,9,1989,14,22,residentiel,tres_fort,double,gaz,O,52.8,22334,B
34,1,1942,7,138,commercial,fort,double,elec,NE,60.1,2043,B
413,10,1996,16,82,residentiel,fort,double,gaz,NE,46.6,19246,A
449,12,1946,8,203,bureau,moyen,double,gaz,SO,102.1,45843,C
135,12,1961,10,116,commercial,fort,double,pompe_chaleur,NO,64.8,8748,B
109,6,1971,18,38,industriel,fort,double,gaz,O,77.6,8458,B
134,3,1975,6,13,commercial,faible,double,pompe_chaleur,SO,77.5,10385,B
38,7,2006,10,20,residentiel,tres_fort,triple,pompe_chaleur,NO,47.7,1813,A
195,8,1933,11,89,residentiel,fort,double,gaz,SE,82.4,16068,B
285,4,1943,22,128,residentiel,fort,simple,fioul,NO,102.8,29298,C
104,9,1998,19,170,residentiel,moyen,double,pompe_chaleur,N,79.2,8237,B
483,13,2008,11,43,bureau,faible,simple,pompe_chaleur,SO,81.6,39413,B
263,2,1963,16,121,commercial,fort,double,pompe_chaleur,NO,74.7,19646,B
294,4,1920,8,254,commercial,fort,double,elec,S,78.6,23108,B
185,7,2006,19,25,commercial,moyen,double,bois,E,75.6,13986,B
412,3,1983,10,9,commercial,faible,double,gaz,E,89.8,36998,B
604,11,1974,22,116,commercial,fort,double,gaz,E,67.6,40830,B
184,1,1960,21,94,residentiel,moyen,double,pompe_chaleur,NE,101.1,18602,C
417,1,1992,8,31,residentiel,moyen,double,gaz,NE,68.9,28731,B
420,5,1950,12,85,bureau,fort,double,elec,S,73.5,30870,B
328,6,1957,22,482,commercial,faible,triple,gaz,NO,129.1,42345,C
792,10,1999,5,13,residentiel,faible,simple,gaz,E,96.6,76507,C
147,3,1958,17,35,bureau,faible,double,fioul,S,125.1,18390,C
182,11,2018,14,126,bureau,tres_fort,simple,gaz,SO,41.5,7553,A
142,3,1965,15,835,residentiel,moyen,double,gaz,E,95.7,13589,C
406,14,1978,15,23,residentiel,fort,simple,pompe_chaleur,S,62.3,25294,B
202,8,1986,14,59,commercial,tres_fort,double,pompe_chaleur,NO,58.3,11777,B
150,11,1992,10,285,bureau,fort,simple,pompe_chaleur,SE,67.5,10125,B
784,1,1972,13,52,residentiel,moyen,double,gaz,S,86.3,67659,B
868,11,1957,23,14,commercial,moyen,double,fioul,N,111.5,96782,C
194,6,2003,5,260,residentiel,moyen,double,elec,SE,43.8,8497,A
94,8,1994,7,56,commercial,fort,simple,pompe_chaleur,NE,48.8,4587,A
902,1,1925,5,2,residentiel,tres_fort,double,gaz,O,50.5,45551,B
340,9,1985,16,158,bureau,fort,triple,gaz,O,50.6,17204,B
328,13,2013,10,112,residentiel,moyen,simple,elec,NE,63.0,20664,B
263,14,1978,4,4,residentiel,moyen,triple,elec,NO,23.7,6233,A
140,13,2016,8,165,commercial,tres_fort,double,gaz,N,27.0,3780,A
183,11,1960,9,270,residentiel,faible,double,elec,E,110.2,20167,C
393,3,1945,5,282,residentiel,fort,double,pompe_chaleur,SO,83.2,32698,B
179,6,1971,19,491,residentiel,moyen,simple,gaz,S,100.2,17936,C
331,1,1930,4,234,commercial,fort,double,elec,SO,62.6,20721,B
247,4,1926,21,317,commercial,fort,simple,gaz,O,101.3,25021,C
117,4,1979,23,294,industriel,moyen,double,fioul,S,107.0,12519,C
761,10,1923,22,294,residentiel,faible,double,elec,NE,152.8,116281,D
371,1,1926,8,81,residentiel,fort,triple,elec,NO,83.4,30941,B
308,14,1967,8,411,residentiel,moyen,double,fioul,E,69.9,21529,B
361,11,1943,23,172,bureau,moyen,triple,pompe_chaleur,SE,104.1,37580,C
70,10,1938,16,70,industriel,moyen,simple,gaz,N,119.8,8386,C
173,9,1972,14,21,commercial,moyen,double,elec,N,76.9,13304,B
84,4,1954,21,111,bureau,fort,double,bois,NE,95.7,8039,C
267,8,1983,7,52,residentiel,faible,simple,gaz,NE,114.6,30598,C
307,9,1964,12,98,industriel,moyen,simple,elec,NO,94.6,29042,C
270,12,1940,6,2,bureau,tres_fort,double,gaz,SE,44.1,11907,A
558,10,1993,19,139,residentiel,faible,simple,pompe_chaleur,SO,102.8,57362,C
86,12,2017,8,35,residentiel,moyen,double,elec,NE,49.7,4274,A
140,7,1995,6,8,residentiel,fort,triple,fioul,NE,26.4,3696,A
327,6,1938,11,234,residentiel,tres_fort,double,pompe_chaleur,SO,27.4,8960,A
294,11,1977,15,49,residentiel,fort,simple,gaz,SO,49.9,14671,A
97,9,1935,8,30,bureau,fort,simple,elec,N,80.0,7760,B
565,6,1922,22,393,bureau,moyen,simple,fioul,NE,132.1,74636,C
721,7,1936,20,119,residentiel,moyen,double,gaz,SO,106.8,77003,C
330,8,2004,22,62,residentiel,tres_fort,double,gaz,N,53.5,17655,B
85,9,2016,11,161,industriel,tres_fort,double,pompe_chaleur,SO,25.1,2134,A
274,6,1982,11,37,commercial,fort,simple,elec,NO,58.2,15947,B
311,3,2011,14,69,bureau,moyen,double,gaz,S,65.4,20339,B
202,13,1962,22,144,residentiel,moyen,double,gaz,NO,104.5,21109,C
628,5,1923,14,128,commercial,faible,double,gaz,O,162.4,101987,D
226,3,2014,11,59,residentiel,tres_fort,triple,pompe_chaleur,E,35.1,7933,A
1068,4,1995,17,69,residentiel,fort,double,elec,NE,43.2,46138,A
423,13,1988,6,69,industriel,moyen,double,elec,NO,50.1,21192,B
297,3,1927,23,444,bureau,moyen,triple,pompe_chaleur,SO,104.4,31007,C
466,10,2020,17,163,commercial,moyen,double,gaz,O,63.8,29731,B
715,6,1927,12,388,bureau,faible,double,pompe_chaleur,S,130.5,93308,C
459,9,1921,5,246,bureau,fort,double,gaz,SE,59.6,27356,B
232,11,1927,10,63,residentiel,fort,double,elec,E,71.7,16634,B
154,4,2017,15,252,residentiel,moyen,double,elec,SE,53.5,8239,B
112,6,2006,23,4,residentiel,fort,double,pompe_chaleur,SE,61.9,6933,B
44,12,1931,13,496,residentiel,tres_fort,double,fioul,N,55.2,2429,B
276,14,1964,23,30,commercial,faible,double,gaz,O,130.9,36128,C
187,12,1974,14,30,residentiel,moyen,double,gaz,N,83.9,15689,B
194,5,1977,19,54,bureau,moyen,triple,elec,NE,76.3,14802,B
